Scribe: Realistic Handriting in Tensorflow
     by Sam Greydanus



TRAINING MODE...
Namespace(alphabet=' abcdefghijklmnopqrstuvwxyzABCDEFGHIJKLMNOPQRSTUVWXYZ', batch_size=32, bias=1.0, data_dir='./data', data_scale=50, decay=0.95, dropout=0.85, grad_clip=10.0, kmixtures=1, learning_rate=0.0001, log_dir='./logs/', lr_decay=1.0, momentum=0.9, nbatches=500, nepochs=250, nmixtures=8, optimizer='rmsprop', rnn_size=100, save_every=500, save_path='saved/model.ckpt', sleep_time=300, style=-1, text='', train=True, tsteps=150, tsteps_per_ascii=25)

loading data...
	loaded dataset:
		11315 train individual data points
		595 valid individual data points
		353 batches
building model...
	using alphabet abcdefghijklmnopqrstuvwxyzABCDEFGHIJKLMNOPQRSTUVWXYZ
attempt to load saved model...
loaded model: saved/model.ckpt-53500
training...
learning rate: 9.99999974738e-05
53510/125000, loss = -2.169, regloss = -0.21841, valid_loss = -1.937, time = 0.275
84670/125000, loss = -2.071, regloss = -2.14508, valid_loss = -1.960, time = 0.266
84680/125000, loss = -2.177, regloss = -2.14540, valid_loss = -1.947, time = 0.392
84690/125000, loss = -2.232, regloss = -2.14479, valid_loss = -1.920, time = 0.267
84700/125000, loss = -2.111, regloss = -2.14643, valid_loss = -1.965, time = 0.266
84710/125000, loss = -2.144, regloss = -2.15020, valid_loss = -1.947, time = 0.395
84720/125000, loss = -2.232, regloss = -2.15261, valid_loss = -1.932, time = 0.266
84730/125000, loss = -2.140, regloss = -2.14561, valid_loss = -1.921, time = 0.401
84740/125000, loss = -2.257, regloss = -2.14900, valid_loss = -1.937, time = 0.268
84750/125000, loss = -2.290, regloss = -2.15191, valid_loss = -1.935, time = 0.267
84760/125000, loss = -2.124, regloss = -2.15315, valid_loss = -1.950, time = 0.395
84770/125000, loss = -2.028, regloss = -2.14765, valid_loss = -1.943, time = 0.273
84780/125000, loss = -1.958, regloss = -2.14469, valid_loss = -1.929, time = 0.391
84790/125000, loss = -2.081, regloss = -2.14160, valid_loss = -1.945, time = 0.267
84800/125000, loss = -2.189, regloss = -2.14074, valid_loss = -1.952, time = 0.266
84810/125000, loss = -2.090, regloss = -2.14322, valid_loss = -1.931, time = 0.402
84820/125000, loss = -2.130, regloss = -2.14377, valid_loss = -1.939, time = 0.266
84830/125000, loss = -2.083, regloss = -2.14670, valid_loss = -1.956, time = 0.404
84840/125000, loss = -2.054, regloss = -2.14236, valid_loss = -1.937, time = 0.274
84850/125000, loss = -2.027, regloss = -2.14131, valid_loss = -1.942, time = 0.267
84860/125000, loss = -2.210, regloss = -2.14479, valid_loss = -1.908, time = 0.399
84870/125000, loss = -1.986, regloss = -2.14576, valid_loss = -1.936, time = 0.266
84880/125000, loss = -2.138, regloss = -2.14621, valid_loss = -1.957, time = 0.409
84890/125000, loss = -2.163, regloss = -2.14574, valid_loss = -1.939, time = 0.281
84900/125000, loss = -2.181, regloss = -2.14780, valid_loss = -1.931, time = 0.267
84910/125000, loss = -2.119, regloss = -2.14676, valid_loss = -1.943, time = 0.391
84920/125000, loss = -1.926, regloss = -2.14470, valid_loss = -1.942, time = 0.267
84930/125000, loss = -2.083, regloss = -2.14978, valid_loss = -1.930, time = 0.312
84940/125000, loss = -2.146, regloss = -2.14731, valid_loss = -1.939, time = 0.298
84950/125000, loss = -2.197, regloss = -2.14756, valid_loss = -1.919, time = 0.267
84960/125000, loss = -2.078, regloss = -2.14384, valid_loss = -1.913, time = 0.394
84970/125000, loss = -2.187, regloss = -2.14294, valid_loss = -1.942, time = 0.267
84980/125000, loss = -2.157, regloss = -2.14527, valid_loss = -1.945, time = 0.406
84990/125000, loss = -2.154, regloss = -2.14289, valid_loss = -1.937, time = 0.288
learning rate: 9.99999974738e-05
SAVED MODEL
85000/125000, loss = -2.134, regloss = -2.14272, valid_loss = -1.963, time = 0.292
85010/125000, loss = -2.163, regloss = -2.14308, valid_loss = -1.954, time = 0.276
85020/125000, loss = -2.219, regloss = -2.14920, valid_loss = -1.911, time = 0.467
85030/125000, loss = -2.209, regloss = -2.15234, valid_loss = -1.947, time = 0.393
85040/125000, loss = -2.106, regloss = -2.15286, valid_loss = -1.926, time = 0.267
85050/125000, loss = -2.282, regloss = -2.15090, valid_loss = -1.911, time = 0.393
85060/125000, loss = -2.115, regloss = -2.15266, valid_loss = -1.945, time = 0.283
85070/125000, loss = -2.151, regloss = -2.15245, valid_loss = -1.946, time = 0.275
85080/125000, loss = -2.076, regloss = -2.14901, valid_loss = -1.940, time = 0.391
85090/125000, loss = -2.071, regloss = -2.15211, valid_loss = -1.940, time = 0.266
85100/125000, loss = -2.251, regloss = -2.14894, valid_loss = -1.935, time = 0.393
85110/125000, loss = -2.159, regloss = -2.15164, valid_loss = -1.927, time = 0.273
85120/125000, loss = -2.160, regloss = -2.14990, valid_loss = -1.954, time = 0.268
85130/125000, loss = -2.102, regloss = -2.14911, valid_loss = -1.930, time = 0.394
85140/125000, loss = -2.033, regloss = -2.14886, valid_loss = -1.936, time = 0.268
85150/125000, loss = -1.847, regloss = -2.14475, valid_loss = -1.939, time = 0.396
85160/125000, loss = -2.222, regloss = -2.14334, valid_loss = -1.950, time = 0.281
85170/125000, loss = -2.186, regloss = -2.14376, valid_loss = -1.929, time = 0.266
85180/125000, loss = -2.140, regloss = -2.14527, valid_loss = -1.940, time = 0.393
85190/125000, loss = -2.053, regloss = -2.14765, valid_loss = -1.957, time = 0.268
85200/125000, loss = -2.155, regloss = -2.14432, valid_loss = -1.927, time = 0.397
85210/125000, loss = -2.071, regloss = -2.14436, valid_loss = -1.947, time = 0.276
85220/125000, loss = -2.139, regloss = -2.14505, valid_loss = -1.937, time = 0.266
85230/125000, loss = -2.302, regloss = -2.14808, valid_loss = -1.926, time = 0.397
85240/125000, loss = -2.074, regloss = -2.14541, valid_loss = -1.941, time = 0.267
85250/125000, loss = -2.000, regloss = -2.14274, valid_loss = -1.934, time = 0.393
85260/125000, loss = -2.200, regloss = -2.13991, valid_loss = -1.917, time = 0.267
85270/125000, loss = -2.102, regloss = -2.14175, valid_loss = -1.933, time = 0.266
85280/125000, loss = -2.177, regloss = -2.14536, valid_loss = -1.946, time = 0.393
85290/125000, loss = -2.211, regloss = -2.14624, valid_loss = -1.940, time = 0.266
85300/125000, loss = -2.129, regloss = -2.14238, valid_loss = -1.945, time = 0.411
85310/125000, loss = -2.186, regloss = -2.14618, valid_loss = -1.939, time = 0.267
85320/125000, loss = -2.206, regloss = -2.14216, valid_loss = -1.929, time = 0.268
85330/125000, loss = -2.132, regloss = -2.13655, valid_loss = -1.950, time = 0.393
85340/125000, loss = -2.309, regloss = -2.14223, valid_loss = -1.958, time = 0.275
85350/125000, loss = -2.056, regloss = -2.14450, valid_loss = -1.928, time = 0.393
85360/125000, loss = -2.225, regloss = -2.14201, valid_loss = -1.956, time = 0.277
85370/125000, loss = -2.106, regloss = -2.14276, valid_loss = -1.944, time = 0.276
85380/125000, loss = -2.221, regloss = -2.13952, valid_loss = -1.929, time = 0.407
85390/125000, loss = -2.112, regloss = -2.13878, valid_loss = -1.937, time = 0.267
85400/125000, loss = -2.171, regloss = -2.13864, valid_loss = -1.928, time = 0.313
85410/125000, loss = -2.206, regloss = -2.14061, valid_loss = -1.924, time = 0.325
85420/125000, loss = -2.090, regloss = -2.13795, valid_loss = -1.952, time = 0.266
85430/125000, loss = -2.138, regloss = -2.14006, valid_loss = -1.946, time = 0.393
85440/125000, loss = -2.192, regloss = -2.13970, valid_loss = -1.943, time = 0.266
85450/125000, loss = -2.218, regloss = -2.14453, valid_loss = -1.962, time = 0.320
85460/125000, loss = -2.335, regloss = -2.14789, valid_loss = -1.951, time = 0.360
85470/125000, loss = -2.163, regloss = -2.13960, valid_loss = -1.929, time = 0.266
85480/125000, loss = -2.125, regloss = -2.14460, valid_loss = -1.940, time = 0.392
85490/125000, loss = -2.094, regloss = -2.14695, valid_loss = -1.930, time = 0.267
learning rate: 9.99999974738e-05
SAVED MODEL
85500/125000, loss = -2.104, regloss = -2.14673, valid_loss = -1.932, time = 0.290
85510/125000, loss = -2.137, regloss = -2.14767, valid_loss = -1.941, time = 0.396
85520/125000, loss = -2.239, regloss = -2.14969, valid_loss = -1.941, time = 0.267
85530/125000, loss = -2.164, regloss = -2.14881, valid_loss = -1.920, time = 0.319
85540/125000, loss = -2.258, regloss = -2.14849, valid_loss = -1.943, time = 0.320
85550/125000, loss = -2.350, regloss = -2.14859, valid_loss = -1.954, time = 0.266
85560/125000, loss = -2.140, regloss = -2.15218, valid_loss = -1.923, time = 0.395
85570/125000, loss = -2.050, regloss = -2.15138, valid_loss = -1.925, time = 0.266
85580/125000, loss = -2.168, regloss = -2.14221, valid_loss = -1.927, time = 0.403
85590/125000, loss = -2.336, regloss = -2.14605, valid_loss = -1.939, time = 0.266
85600/125000, loss = -2.251, regloss = -2.14082, valid_loss = -1.945, time = 0.268
85610/125000, loss = -2.080, regloss = -2.14418, valid_loss = -1.933, time = 0.396
85620/125000, loss = -2.224, regloss = -2.14346, valid_loss = -1.940, time = 0.267
85630/125000, loss = -2.080, regloss = -2.14874, valid_loss = -1.955, time = 0.397
85640/125000, loss = -2.252, regloss = -2.14640, valid_loss = -1.938, time = 0.269
85650/125000, loss = -2.245, regloss = -2.14810, valid_loss = -1.933, time = 0.272
85660/125000, loss = -2.345, regloss = -2.14797, valid_loss = -1.953, time = 0.398
85670/125000, loss = -2.211, regloss = -2.14712, valid_loss = -1.947, time = 0.266
85680/125000, loss = -1.891, regloss = -2.14464, valid_loss = -1.921, time = 0.353
85690/125000, loss = -2.092, regloss = -2.14407, valid_loss = -1.964, time = 0.280
85700/125000, loss = -2.262, regloss = -2.13868, valid_loss = -1.928, time = 0.267
85710/125000, loss = -2.221, regloss = -2.13878, valid_loss = -1.935, time = 0.391
85720/125000, loss = -2.282, regloss = -2.14441, valid_loss = -1.941, time = 0.266
85730/125000, loss = -2.261, regloss = -2.14824, valid_loss = -1.936, time = 0.393
85740/125000, loss = -2.147, regloss = -2.15251, valid_loss = -1.935, time = 0.267
85750/125000, loss = -2.205, regloss = -2.14832, valid_loss = -1.936, time = 0.267
85760/125000, loss = -2.061, regloss = -2.15195, valid_loss = -1.944, time = 0.394
85770/125000, loss = -2.162, regloss = -2.15262, valid_loss = -1.930, time = 0.276
85780/125000, loss = -2.252, regloss = -2.15808, valid_loss = -1.951, time = 0.392
85790/125000, loss = -2.204, regloss = -2.15592, valid_loss = -1.953, time = 0.277
85800/125000, loss = -2.234, regloss = -2.15893, valid_loss = -1.921, time = 0.273
85810/125000, loss = -2.122, regloss = -2.15949, valid_loss = -1.958, time = 0.399
85820/125000, loss = -2.146, regloss = -2.15571, valid_loss = -1.954, time = 0.267
85830/125000, loss = -2.022, regloss = -2.15172, valid_loss = -1.933, time = 0.393
85840/125000, loss = -2.145, regloss = -2.15452, valid_loss = -1.935, time = 0.267
85850/125000, loss = -2.057, regloss = -2.15329, valid_loss = -1.940, time = 0.267
85860/125000, loss = -2.074, regloss = -2.15405, valid_loss = -1.913, time = 0.393
85870/125000, loss = -2.184, regloss = -2.15411, valid_loss = -1.953, time = 0.267
85880/125000, loss = -1.964, regloss = -2.15184, valid_loss = -1.948, time = 0.399
85890/125000, loss = -2.102, regloss = -2.15082, valid_loss = -1.931, time = 0.279
85900/125000, loss = -1.910, regloss = -2.13974, valid_loss = -1.931, time = 0.266
85910/125000, loss = -2.119, regloss = -2.14183, valid_loss = -1.955, time = 0.266
85920/125000, loss = -2.181, regloss = -2.14113, valid_loss = -1.937, time = 0.266
85930/125000, loss = -2.113, regloss = -2.14268, valid_loss = -1.946, time = 0.266
85940/125000, loss = -2.301, regloss = -2.14398, valid_loss = -1.955, time = 0.481
85950/125000, loss = -2.233, regloss = -2.14650, valid_loss = -1.922, time = 0.398
85960/125000, loss = -2.071, regloss = -2.14361, valid_loss = -1.935, time = 0.275
85970/125000, loss = -2.183, regloss = -2.14095, valid_loss = -1.951, time = 0.391
85980/125000, loss = -2.025, regloss = -2.14290, valid_loss = -1.934, time = 0.266
85990/125000, loss = -2.089, regloss = -2.14540, valid_loss = -1.952, time = 0.267
learning rate: 9.99999974738e-05
SAVED MODEL
86000/125000, loss = -1.961, regloss = -2.14212, valid_loss = -1.952, time = 0.405
86010/125000, loss = -2.198, regloss = -2.14364, valid_loss = -1.924, time = 0.280
86020/125000, loss = -2.108, regloss = -2.14261, valid_loss = -1.958, time = 0.267
86030/125000, loss = -2.209, regloss = -2.14008, valid_loss = -1.951, time = 0.393
86040/125000, loss = -2.167, regloss = -2.14274, valid_loss = -1.926, time = 0.266
86050/125000, loss = -2.173, regloss = -2.14512, valid_loss = -1.954, time = 0.393
86060/125000, loss = -2.056, regloss = -2.14450, valid_loss = -1.937, time = 0.266
86070/125000, loss = -2.062, regloss = -2.13861, valid_loss = -1.947, time = 0.267
86080/125000, loss = -2.184, regloss = -2.13859, valid_loss = -1.932, time = 0.395
86090/125000, loss = -2.084, regloss = -2.14154, valid_loss = -1.931, time = 0.267
86100/125000, loss = -2.111, regloss = -2.13584, valid_loss = -1.930, time = 0.391
86110/125000, loss = -2.161, regloss = -2.13908, valid_loss = -1.937, time = 0.267
86120/125000, loss = -2.183, regloss = -2.13836, valid_loss = -1.948, time = 0.267
86130/125000, loss = -1.995, regloss = -2.13959, valid_loss = -1.938, time = 0.392
86140/125000, loss = -2.074, regloss = -2.14095, valid_loss = -1.956, time = 0.276
86150/125000, loss = -2.194, regloss = -2.14287, valid_loss = -1.944, time = 0.395
86160/125000, loss = -2.061, regloss = -2.14827, valid_loss = -1.943, time = 0.268
86170/125000, loss = -2.077, regloss = -2.14553, valid_loss = -1.945, time = 0.266
86180/125000, loss = -2.153, regloss = -2.14703, valid_loss = -1.953, time = 0.394
86190/125000, loss = -2.096, regloss = -2.14968, valid_loss = -1.917, time = 0.267
86200/125000, loss = -1.957, regloss = -2.14497, valid_loss = -1.961, time = 0.407
86210/125000, loss = -2.197, regloss = -2.14395, valid_loss = -1.925, time = 0.282
86220/125000, loss = -2.193, regloss = -2.14350, valid_loss = -1.928, time = 0.267
86230/125000, loss = -2.238, regloss = -2.14409, valid_loss = -1.966, time = 0.392
86240/125000, loss = -2.053, regloss = -2.14655, valid_loss = -1.938, time = 0.266
86250/125000, loss = -2.163, regloss = -2.14940, valid_loss = -1.932, time = 0.266
86260/125000, loss = -2.074, regloss = -2.14845, valid_loss = -1.948, time = 0.267
86270/125000, loss = -2.136, regloss = -2.14589, valid_loss = -1.941, time = 0.266
86280/125000, loss = -2.254, regloss = -2.14823, valid_loss = -1.934, time = 0.470
86290/125000, loss = -2.187, regloss = -2.14613, valid_loss = -1.943, time = 0.395
86300/125000, loss = -2.119, regloss = -2.14789, valid_loss = -1.953, time = 0.266
86310/125000, loss = -2.265, regloss = -2.14984, valid_loss = -1.928, time = 0.268
86320/125000, loss = -2.124, regloss = -2.15679, valid_loss = -1.958, time = 0.391
86330/125000, loss = -2.458, regloss = -2.15928, valid_loss = -1.946, time = 0.267
86340/125000, loss = -2.268, regloss = -2.15942, valid_loss = -1.938, time = 0.404
86350/125000, loss = -2.118, regloss = -2.15572, valid_loss = -1.950, time = 0.267
86360/125000, loss = -2.007, regloss = -2.14848, valid_loss = -1.948, time = 0.266
86370/125000, loss = -2.244, regloss = -2.14201, valid_loss = -1.925, time = 0.393
86380/125000, loss = -2.059, regloss = -2.14482, valid_loss = -1.953, time = 0.266
86390/125000, loss = -2.166, regloss = -2.14238, valid_loss = -1.945, time = 0.395
86400/125000, loss = -2.361, regloss = -2.14295, valid_loss = -1.948, time = 0.266
86410/125000, loss = -1.984, regloss = -2.14454, valid_loss = -1.942, time = 0.278
86420/125000, loss = -2.283, regloss = -2.14873, valid_loss = -1.954, time = 0.394
86430/125000, loss = -2.175, regloss = -2.14921, valid_loss = -1.934, time = 0.266
86440/125000, loss = -2.088, regloss = -2.14582, valid_loss = -1.947, time = 0.395
86450/125000, loss = -2.214, regloss = -2.14420, valid_loss = -1.940, time = 0.267
86460/125000, loss = -2.272, regloss = -2.14988, valid_loss = -1.917, time = 0.267
86470/125000, loss = -1.938, regloss = -2.14862, valid_loss = -1.949, time = 0.394
86480/125000, loss = -2.228, regloss = -2.14914, valid_loss = -1.946, time = 0.266
86490/125000, loss = -2.027, regloss = -2.14873, valid_loss = -1.932, time = 0.393
learning rate: 9.99999974738e-05
SAVED MODEL
86500/125000, loss = -2.274, regloss = -2.14872, valid_loss = -1.960, time = 0.394
86510/125000, loss = -2.213, regloss = -2.15133, valid_loss = -1.949, time = 0.266
86520/125000, loss = -2.254, regloss = -2.15545, valid_loss = -1.935, time = 0.395
86530/125000, loss = -2.128, regloss = -2.15049, valid_loss = -1.946, time = 0.276
86540/125000, loss = -2.213, regloss = -2.15327, valid_loss = -1.950, time = 0.274
86550/125000, loss = -2.207, regloss = -2.14651, valid_loss = -1.940, time = 0.392
86560/125000, loss = -2.060, regloss = -2.14208, valid_loss = -1.970, time = 0.267
86570/125000, loss = -2.331, regloss = -2.14209, valid_loss = -1.946, time = 0.266
86580/125000, loss = -2.151, regloss = -2.14221, valid_loss = -1.931, time = 0.266
86590/125000, loss = -2.198, regloss = -2.14598, valid_loss = -1.945, time = 0.277
86600/125000, loss = -2.238, regloss = -2.14666, valid_loss = -1.943, time = 0.471
86610/125000, loss = -2.223, regloss = -2.14962, valid_loss = -1.945, time = 0.395
86620/125000, loss = -2.102, regloss = -2.14892, valid_loss = -1.971, time = 0.266
86630/125000, loss = -2.042, regloss = -2.14987, valid_loss = -1.936, time = 0.394
86640/125000, loss = -1.951, regloss = -2.14661, valid_loss = -1.941, time = 0.281
86650/125000, loss = -2.162, regloss = -2.14630, valid_loss = -1.942, time = 0.266
86660/125000, loss = -2.055, regloss = -2.14465, valid_loss = -1.954, time = 0.393
86670/125000, loss = -2.120, regloss = -2.14798, valid_loss = -1.927, time = 0.266
86680/125000, loss = -2.024, regloss = -2.14293, valid_loss = -1.942, time = 0.312
86690/125000, loss = -2.172, regloss = -2.14124, valid_loss = -1.945, time = 0.282
86700/125000, loss = -2.150, regloss = -2.14006, valid_loss = -1.954, time = 0.268
86710/125000, loss = -2.130, regloss = -2.14157, valid_loss = -1.954, time = 0.392
86720/125000, loss = -2.142, regloss = -2.14583, valid_loss = -1.948, time = 0.266
86730/125000, loss = -2.115, regloss = -2.14535, valid_loss = -1.939, time = 0.397
86740/125000, loss = -2.191, regloss = -2.14703, valid_loss = -1.942, time = 0.282
86750/125000, loss = -2.215, regloss = -2.15211, valid_loss = -1.967, time = 0.268
86760/125000, loss = -2.338, regloss = -2.15519, valid_loss = -1.939, time = 0.392
86770/125000, loss = -2.087, regloss = -2.15001, valid_loss = -1.950, time = 0.268
86780/125000, loss = -2.118, regloss = -2.15124, valid_loss = -1.945, time = 0.406
86790/125000, loss = -2.143, regloss = -2.15231, valid_loss = -1.917, time = 0.278
86800/125000, loss = -2.254, regloss = -2.15485, valid_loss = -1.946, time = 0.268
86810/125000, loss = -2.161, regloss = -2.15370, valid_loss = -1.957, time = 0.404
86820/125000, loss = -2.166, regloss = -2.15734, valid_loss = -1.947, time = 0.267
86830/125000, loss = -2.099, regloss = -2.15159, valid_loss = -1.965, time = 0.396
86840/125000, loss = -2.295, regloss = -2.15238, valid_loss = -1.951, time = 0.293
86850/125000, loss = -2.138, regloss = -2.15408, valid_loss = -1.920, time = 0.266
86860/125000, loss = -2.367, regloss = -2.15712, valid_loss = -1.943, time = 0.394
